events,date
"[{'type': '要求/请求', 'offset': [226, 228], 'trigger': '要求', 'arguments': [{'mention': '明年', 'offset': [135, 137], 'role': '时间'}, {'mention': '波兰', 'offset': [138, 140], 'role': '地点'}, {'mention': '《联合国气候变化框架公约》第24次缔约方大会', 'offset': [143, 165], 'role': '活动名称'}]}, {'type': '通知/提醒', 'offset': [11, 13], 'trigger': '发布', 'arguments': [{'mention': '波兰', 'offset': [138, 140], 'role': '地点'}, {'mention': '《联合国气候变化框架公约》第24次缔约方大会', 'offset': [143, 165], 'role': '活动名称'}, {'mention': '明年', 'offset': [135, 137], 'role': '时间'}]}, {'type': '通知/提醒', 'offset': [106, 108], 'trigger': '公布', 'arguments': [{'mention': '《联合国气候变化框架公约》第24次缔约方大会', 'offset': [143, 165], 'role': '活动名称'}, {'mention': '明年', 'offset': [135, 137], 'role': '时间'}, {'mention': '波兰', 'offset': [138, 140], 'role': '地点'}]}, {'type': '支付/给付', 'offset': [55, 57], 'trigger': '贷款', 'arguments': [{'mention': '波兰', 'offset': [138, 140], 'role': '地点'}, {'mention': '《联合国气候变化框架公约》第24次缔约方大会', 'offset': [143, 165], 'role': '活动名称'}, {'mention': '明年', 'offset': [135, 137], 'role': '时间'}]}]",
,2017-12-14
"[{'type': '签订合同/订立协议', 'offset': [100, 102], 'trigger': '协议', 'arguments': [{'mention': '中国马鞍山农村商业银行', 'offset': [82, 93], 'role': '投资-obj'}, {'mention': 'IFC', 'offset': [6, 9], 'role': '投资-sub'}]}, {'type': '帮助/救助', 'offset': [20, 22], 'trigger': '帮助', 'arguments': [{'mention': '中国马鞍山农村商业银行', 'offset': [82, 93], 'role': '投资-obj'}, {'mention': 'IFC', 'offset': [6, 9], 'role': '投资-sub'}]}]",
,2017-12-13
"[{'type': '通知/提醒', 'offset': [224, 226], 'trigger': '通知', 'arguments': [{'mention': '《关于开展低碳省区和低碳城市试点工作的通知》', 'offset': [205, 227], 'role': '发布产品'}, {'mention': '2010年', 'offset': [171, 176], 'role': '时间'}, {'mention': '国家发改委', 'offset': [198, 203], 'role': '发布方'}]}, {'type': '通知/提醒', 'offset': [203, 205], 'trigger': '下发', 'arguments': [{'mention': '2010年', 'offset': [171, 176], 'role': '时间'}, {'mention': '《关于开展低碳省区和低碳城市试点工作的通知》', 'offset': [205, 227], 'role': '发布产品'}, {'mention': '国家发改委', 'offset': [198, 203], 'role': '发布方'}]}]",
,2017-12-08
"[{'type': '投资', 'offset': [11, 13], 'trigger': '投资', 'arguments': [{'mention': '2007年', 'offset': [4, 9], 'role': '时间'}, {'mention': '欧洲投资银行', 'offset': [9, 15], 'role': '发布方'}]}, {'type': '投资', 'offset': [15, 17], 'trigger': '发行', 'arguments': [{'mention': '2007年', 'offset': [4, 9], 'role': '时间'}, {'mention': '欧洲投资银行', 'offset': [9, 15], 'role': '发布方'}]}]",
,2017-12-05
"[{'type': '通知/提醒', 'offset': [26, 28], 'trigger': '报告', 'arguments': [{'mention': '国家发改委气候司负责人李高', 'offset': [33, 46], 'role': '发布方'}, {'mention': '10月底', 'offset': [1, 5], 'role': '时间'}, {'mention': '中国应对气候变化政策与行动年度报告', 'offset': [11, 28], 'role': '发布产品'}]}]",
,2017-12-04
"[{'type': '财经/交易融资', 'offset': [37, 39], 'trigger': '融资', 'arguments': [{'mention': '2017年10月31日', 'offset': [0, 11], 'role': '时间'}]}]",
,2017-12-01
"[{'type': '建议', 'offset': [60, 62], 'trigger': '提出', 'arguments': [{'mention': '银监会', 'offset': [226, 229], 'role': '发布方'}, {'mention': '中国人民银行', 'offset': [205, 211], 'role': '发布方'}, {'mention': '环保部', 'offset': [222, 225], 'role': '发布方'}, {'mention': '证监会', 'offset': [230, 233], 'role': '发布方'}, {'mention': '财政部', 'offset': [218, 221], 'role': '发布方'}, {'mention': '保监会', 'offset': [234, 237], 'role': '发布方'}, {'mention': '6月26日', 'offset': [199, 204], 'role': '时间'}]}]",
,2017-11-26
"[{'type': '投资', 'offset': [27, 29], 'trigger': '发展', 'arguments': [{'mention': '党的十九大报告', 'offset': [0, 7], 'role': '时间'}]}]",
,2017-11-17
"[{'type': '归还/偿还', 'offset': [42, 46], 'trigger': '还本付息', 'arguments': [{'mention': '绿色金融债', 'offset': [3, 8], 'role': '股份股权转让-collateral'}, {'mention': '央行', 'offset': [220, 222], 'role': '股份股权转让-obj-org'}, {'mention': '绿色金融债', 'offset': [3, 8], 'role': '股份股权转让-target-company'}]}]",
,2017-11-17
"[{'type': '放贷', 'offset': [34, 36], 'trigger': '贷款', 'arguments': [{'mention': '六百万元', 'offset': [40, 44], 'role': '融资金额'}, {'mention': '上月末', 'offset': [49, 52], 'role': '时间'}, {'mention': '骏马水泥有限公司', 'offset': [111, 119], 'role': '融资方'}]}]",
,2017-11-16
"[{'type': '支付/给付', 'offset': [225, 227], 'trigger': '回报', 'arguments': [{'mention': '11月13日', 'offset': [32, 38], 'role': '时间'}, {'mention': '德国波恩', 'offset': [25, 29], 'role': '地点'}]}, {'type': '支付/给付', 'offset': [210, 212], 'trigger': '投入', 'arguments': [{'mention': '德国波恩', 'offset': [25, 29], 'role': '地点'}, {'mention': '11月13日', 'offset': [32, 38], 'role': '时间'}]}, {'type': '通知/提醒', 'offset': [64, 66], 'trigger': '承诺', 'arguments': [{'mention': '德国波恩', 'offset': [25, 29], 'role': '地点'}, {'mention': '11月13日', 'offset': [32, 38], 'role': '时间'}]}]",
,2017-11-14
"[{'type': '组织行为召开', 'offset': [218, 220], 'trigger': '召开', 'arguments': [{'mention': '二十国集团', 'offset': [221, 226], 'role': '地点'}, {'mention': '2016年7月', 'offset': [211, 218], 'role': '时间'}, {'mention': '二十国集团财长和央行行长会议', 'offset': [221, 235], 'role': '会议名称'}]}, {'type': '同意/接受', 'offset': [236, 238], 'trigger': '批准', 'arguments': [{'mention': '二十国集团', 'offset': [221, 226], 'role': '地点'}, {'mention': '2016年7月', 'offset': [211, 218], 'role': '时间'}, {'mention': '二十国集团财长和央行行长会议', 'offset': [221, 235], 'role': '会议名称'}]}]",
,2017-11-14
"[{'type': '介绍/引荐', 'offset': [3, 5], 'trigger': '报告', 'arguments': [{'mention': '2035年', 'offset': [136, 141], 'role': '时间'}, {'mention': '社会主义现代化强国', 'offset': [147, 156], 'role': '建成主体'}]}]",
,2017-11-09
"[{'type': '签订合同/订立协议', 'offset': [1616, 1618], 'trigger': '协议', 'arguments': [{'mention': '日本京都', 'offset': [251, 255], 'role': '发布方'}, {'mention': '1977年', 'offset': [245, 250], 'role': '时间'}]}]",
,2017-11-06
"[{'type': '通知/提醒', 'offset': [472, 474], 'trigger': '通知', 'arguments': [{'mention': '全国统一的碳排放权交易市场', 'offset': [90, 103], 'role': '发布产品'}, {'mention': '国家发改委', 'offset': [35, 40], 'role': '发布方'}, {'mention': '11月6日', 'offset': [163, 168], 'role': '时间'}]}, {'type': '通知/提醒', 'offset': [15, 18], 'trigger': '发布会', 'arguments': [{'mention': '国家发改委', 'offset': [35, 40], 'role': '发布方'}, {'mention': '全国统一的碳排放权交易市场', 'offset': [90, 103], 'role': '发布产品'}, {'mention': '11月6日', 'offset': [163, 168], 'role': '时间'}]}, {'type': '通知/提醒', 'offset': [72, 74], 'trigger': '报告', 'arguments': [{'mention': '全国统一的碳排放权交易市场', 'offset': [90, 103], 'role': '发布产品'}, {'mention': '国家发改委', 'offset': [35, 40], 'role': '发布方'}, {'mention': '11月6日', 'offset': [163, 168], 'role': '时间'}]}]",
,2017-11-06
[],
,2017-11-06
"[{'type': '投资', 'offset': [96, 98], 'trigger': '投资', 'arguments': [{'mention': '3万亿美元', 'offset': [151, 156], 'role': '投资-money'}, {'mention': '世界银行集团成员国际金融公司', 'offset': [0, 14], 'role': '投资-sub'}, {'mention': '绿色建筑', 'offset': [136, 140], 'role': '投资-obj'}]}]",
,2017-11-05
"[{'type': '投资', 'offset': [1038, 1040], 'trigger': '投资', 'arguments': [{'mention': '绿色信贷、绿色债券等产品', 'offset': [234, 246], 'role': '发布产品'}, {'mention': '中国人民银行等7部委', 'offset': [182, 192], 'role': '发布方'}, {'mention': '2016年', 'offset': [176, 181], 'role': '时间'}]}]",
,2017-10-26
"[{'type': '通知/提醒', 'offset': [33, 35], 'trigger': '通知', 'arguments': [{'mention': '2017年9月18日', 'offset': [181, 191], 'role': '时间'}, {'mention': '《承德市关于建立绿色金融体系的工作方案》', 'offset': [102, 122], 'role': '发布产品'}]}]",
,2017-10-25
[],
,2017-10-25
[],
,2017-10-20
"[{'type': '通知/提醒', 'offset': [158, 160], 'trigger': '通知', 'arguments': [{'mention': '2016年1月', 'offset': [118, 125], 'role': '时间'}, {'mention': '国家发改委', 'offset': [126, 131], 'role': '发布方'}, {'mention': '全国碳排放权交易市场', 'offset': [141, 151], 'role': '发布产品'}]}]",
,2017-10-13
"[{'type': '要求/请求', 'offset': [4608, 4610], 'trigger': '要求', 'arguments': [{'mention': '市委全面深化改革领导小组第十五次会议', 'offset': [68, 86], 'role': '时间'}, {'mention': '市委全面深化改革领导小组第十五次会议', 'offset': [68, 86], 'role': '会议名称'}]}, {'type': '要求/请求', 'offset': [791, 793], 'trigger': '申请', 'arguments': [{'mention': '市委全面深化改革领导小组第十五次会议', 'offset': [68, 86], 'role': '时间'}, {'mention': '市委全面深化改革领导小组第十五次会议', 'offset': [68, 86], 'role': '会议名称'}]}]",
,2017-10-11
[],
,2017-10-11
"[{'type': '通知/提醒', 'offset': [168, 170], 'trigger': '上报', 'arguments': [{'mention': '使用现金超过3000美元的任何人', 'offset': [127, 143], 'role': '举报对象'}, {'mention': '美国各家银行', 'offset': [144, 150], 'role': '举报发起方'}]}, {'type': '支付/给付', 'offset': [7, 9], 'trigger': '使用', 'arguments': [{'mention': '使用现金超过3000美元的任何人', 'offset': [127, 143], 'role': '举报对象'}, {'mention': '美国各家银行', 'offset': [144, 150], 'role': '举报发起方'}]}, {'type': '归还/偿还', 'offset': [230, 232], 'trigger': '废除', 'arguments': [{'mention': '美国各家银行', 'offset': [144, 150], 'role': '举报发起方'}, {'mention': '使用现金超过3000美元的任何人', 'offset': [127, 143], 'role': '举报对象'}]}]",
,2017-10-11
"[{'type': '通知/提醒', 'offset': [33, 35], 'trigger': '通知', 'arguments': [{'mention': '江西省“十三五”建设绿色金融体系规划', 'offset': [14, 32], 'role': '发布产品'}, {'mention': '2017年9月22日', 'offset': [97, 107], 'role': '时间'}]}, {'type': '要求/请求', 'offset': [4630, 4632], 'trigger': '要求', 'arguments': [{'mention': '2017年9月22日', 'offset': [97, 107], 'role': '时间'}, {'mention': '江西省“十三五”建设绿色金融体系规划', 'offset': [14, 32], 'role': '发布产品'}]}]",
,2017-10-09
"[{'type': '签订合同/订立协议', 'offset': [110, 112], 'trigger': '协议', 'arguments': [{'mention': '日前', 'offset': [0, 2], 'role': '时间'}, {'mention': '深圳市排放权交易所', 'offset': [93, 102], 'role': '约谈对象'}, {'mention': '江苏银行深圳分行行长助理张庆光', 'offset': [71, 86], 'role': '约谈发起方'}, {'mention': '江苏银行绿色金融与PPP事业部业务拓展部总经理董善宁', 'offset': [44, 70], 'role': '约谈发起方'}]}]",
,2017-09-21
"[{'type': '邀请/招揽', 'offset': [19, 21], 'trigger': '受邀', 'arguments': [{'mention': '美国时间9月18日', 'offset': [0, 9], 'role': '时间'}, {'mention': '来自全球的300余位各国官员及驻联合国大使', 'offset': [226, 247], 'role': '会见对象'}, {'mention': '来自全球的300余位各国官员及驻联合国大使', 'offset': [226, 247], 'role': '会见主体'}]}, {'type': '建议', 'offset': [33, 35], 'trigger': '倡议', 'arguments': [{'mention': '来自全球的300余位各国官员及驻联合国大使', 'offset': [226, 247], 'role': '会见主体'}, {'mention': '来自全球的300余位各国官员及驻联合国大使', 'offset': [226, 247], 'role': '会见对象'}, {'mention': '美国时间9月18日', 'offset': [0, 9], 'role': '时间'}]}, {'type': '介绍/引荐', 'offset': [27, 29], 'trigger': '发表', 'arguments': [{'mention': '来自全球的300余位各国官员及驻联合国大使', 'offset': [226, 247], 'role': '会见主体'}, {'mention': '来自全球的300余位各国官员及驻联合国大使', 'offset': [226, 247], 'role': '会见对象'}, {'mention': '美国时间9月18日', 'offset': [0, 9], 'role': '时间'}]}]",
,2017-09-21
"[{'type': '减持', 'offset': [136, 138], 'trigger': '减排', 'arguments': []}]",
,2017-09-11
"[{'type': '介绍/引荐', 'offset': [1373, 1375], 'trigger': '介绍', 'arguments': [{'mention': '上海', 'offset': [69, 71], 'role': '地点'}, {'mention': '2017年5月23日', 'offset': [2, 12], 'role': '时间'}]}, {'type': '组织/安排', 'offset': [51, 53], 'trigger': '承办', 'arguments': [{'mention': '2017年5月23日', 'offset': [2, 12], 'role': '时间'}, {'mention': '上海', 'offset': [69, 71], 'role': '地点'}]}, {'type': '邀请/招揽', 'offset': [62, 65], 'trigger': '研讨会', 'arguments': [{'mention': '上海', 'offset': [69, 71], 'role': '地点'}, {'mention': '2017年5月23日', 'offset': [2, 12], 'role': '时间'}]}]",
,2017-09-11
"[{'type': '获利', 'offset': [110, 112], 'trigger': '获利', 'arguments': [{'mention': '全球主要碳排放权交易市场', 'offset': [233, 245], 'role': '发布产品'}, {'mention': '2015年', 'offset': [249, 254], 'role': '时间'}]}]",
,2017-09-11
"[{'type': '支付/给付', 'offset': [229, 231], 'trigger': '结算', 'arguments': [{'mention': '中国碳市场', 'offset': [186, 191], 'role': '发布方'}, {'mention': '全球碳排放交易市场', 'offset': [210, 219], 'role': '发布产品'}, {'mention': '今年7月', 'offset': [40, 44], 'role': '时间'}]}, {'type': '要求/请求', 'offset': [1964, 1966], 'trigger': '要求', 'arguments': [{'mention': '中国碳市场', 'offset': [186, 191], 'role': '发布方'}, {'mention': '全球碳排放交易市场', 'offset': [210, 219], 'role': '发布产品'}, {'mention': '今年7月', 'offset': [40, 44], 'role': '时间'}]}]",
,2017-09-08
"[{'type': '股份股权转让', 'offset': [13, 15], 'trigger': '发行', 'arguments': [{'mention': '工商银行、农业银行、中国银行营业网点和电子渠道', 'offset': [202, 225], 'role': '融资轮次'}, {'mention': '第三期绿色金融债券', 'offset': [151, 160], 'role': '融资轮次'}, {'mention': '不超过44亿元', 'offset': [55, 62], 'role': '融资金额'}, {'mention': '国家开发银行', 'offset': [0, 6], 'role': '融资方'}, {'mention': '9月12日', 'offset': [8, 13], 'role': '时间'}, {'mention': '不超过6亿元柜台债', 'offset': [77, 86], 'role': '融资金额'}]}, {'type': '投资', 'offset': [13, 15], 'trigger': '发行', 'arguments': [{'mention': '9月12日', 'offset': [8, 13], 'role': '时间'}, {'mention': '不超过44亿元', 'offset': [55, 62], 'role': '融资金额'}, {'mention': '工商银行、农业银行、中国银行营业网点和电子渠道', 'offset': [202, 225], 'role': '融资轮次'}, {'mention': '不超过6亿元柜台债', 'offset': [77, 86], 'role': '融资金额'}, {'mention': '国家开发银行', 'offset': [0, 6], 'role': '融资方'}, {'mention': '第三期绿色金融债券', 'offset': [151, 160], 'role': '融资轮次'}]}]",
,2017-09-07
"[{'type': '投资', 'offset': [39, 41], 'trigger': '投资', 'arguments': [{'mention': '2017年7月28日', 'offset': [0, 10], 'role': '时间'}, {'mention': '气候智能型农业、绿色建筑、智慧城市、能源储存和绿色债券5个重点领域', 'offset': [132, 165], 'role': '发布产品'}]}]",
,2017-09-05
"[{'type': '投资', 'offset': [5, 7], 'trigger': '投资', 'arguments': [{'mention': '600万元', 'offset': [87, 92], 'role': '融资金额'}, {'mention': '近日', 'offset': [69, 71], 'role': '时间'}, {'mention': '肇庆四会市骏马水泥有限公司', 'offset': [43, 56], 'role': '融资方'}, {'mention': '广东四会农商行', 'offset': [80, 87], 'role': '领投方'}]}, {'type': '获利', 'offset': [78, 80], 'trigger': '获得', 'arguments': [{'mention': '肇庆四会市骏马水泥有限公司', 'offset': [43, 56], 'role': '融资方'}, {'mention': '近日', 'offset': [69, 71], 'role': '时间'}, {'mention': '广东四会农商行', 'offset': [80, 87], 'role': '领投方'}, {'mention': '600万元', 'offset': [87, 92], 'role': '融资金额'}]}]",
,2017-08-31
"[{'type': '投资', 'offset': [2257, 2259], 'trigger': '投资', 'arguments': [{'mention': '广东、浙江、江西、贵州、新疆五省(区)建设绿色金融改革创新试验区总体方案', 'offset': [7, 43], 'role': '发布产品'}, {'mention': '6月底', 'offset': [3, 6], 'role': '时间'}]}, {'type': '建议', 'offset': [132, 134], 'trigger': '决定', 'arguments': [{'mention': '广东、浙江、江西、贵州、新疆五省(区)建设绿色金融改革创新试验区总体方案', 'offset': [7, 43], 'role': '发布产品'}, {'mention': '6月底', 'offset': [3, 6], 'role': '时间'}]}]",
